Ticket Id,Project,Department code,Shared resource,Owner,Close date,Tech,Units,Cost,Subject,Question,Problem type,Tech note,Account
4519,,093210,Instrument Development,seedsa,05-16-2008,bassins,24,234,FABRICATION OF PARTS,JFSFC0010A  QTY 4  JFSFC0007B   QTY 8  JFSFC0009A  QTY 4  JFSFC0002B  QTY 4  JFSFC0005B QTY 4,Instrument Development,Fabrication has been completed.  4.5 Hours @ $52 = $234  ,51607
4520,,093210,Instrument Development,seedsa,07-16-2008,bassins,6,416,96  Well Chamber,Complete drawings and fabricate two of each.  Small Adapter  Screen Holder  Blade Retainer  ,Instrument Development,Updated design & modifications  Update drawings to Rev A  All parts are completed and ready to be pick up!  8 Hours @$52 = 416  ,51607
4521,,093210,Instrument Development,albins,04-14-2008,bassins,1,138,3D printed part,Fabricate one part,Instrument Development,Fabrication has been completed.  1.5Hours @ $52 = $78  Material cost = $60,51607
4522,,093411,Instrument Development,royers,05-16-2008,bassins,several,812,Design and fabricate a rat maze for behavioral experiments,Sebastien needs a rat maze fabricated with the following capabilities    Elevated platforms about 18" from the floor and the whole patterns is about 42" square  Platforms are about 4" wide and about 42" long  The first configuration is a closed H form   Reconfigurability is an important function  A clamp-together function is OK  even using binder clamps    MUST DESIGN FIRST AND REVIEW WITH SEBASTIEN BEFORE FAB  ,Instrument Development,Fabrication of Pedestals where fabricated by in house Carpentry shop  They charge me $500.,51607
4523,,093305,Instrument Development,seeligj,04-09-2008,ahmedn,1,28,Help to setup his Pnumatic setup,Help him to identify enclosure and connector to simplify his setup.  Also  helped him to cut PCB board.,Instrument Development,Billing 0.5 @ 57/hr = 28,51607
4524,,093205,Molecular Biology,pfeifferb,04-11-2008,gallaghert,8,40.00,080410_Rubin_Pfeiffer_seq_8,,Single Pass,,51602
4525,,093204,Instrument Development,maot,04-16-2008,osbornej,2,320,Syringe Holder and Cylinder clamp,Fabricate one pc of each drawing,Instrument Development,Fabrication complete  Actuator Cylinder clamp=$185  Syringe Holder=$140,51607
4526,,093209,Cell Culture Facility,tianl,04-30-2008,winfreys,10,1000,April 2008 Cell Culture Service,,Cell Culture Facility,4/4  293: pool 2T75 of 4/2 p40 ~75% : amaxa/plate;  4E05 live cells + premeasured plasmid/shuttle well/plate [plasmid#:1-12] after 10 minute incubation rspd each well of amaxa-cells in 350ul media (total volume post amaxa is 450ul) plate 100ul of amaxa cells suspension in 1 well of a 96w-black plate  repeat for a total of 4xwells (100ul each of cells) Repeat for all plasmids 1-12.    4/7  293: T75 of 4/4 p41 ~75% : amaxa/plate;  4E05 live cells + premeasured plasmid/shuttle well/plate [plasmid#:1-12] after 10 minute incubation rspd each well of amaxa-cells in 350ul media (total volume post amaxa is 450ul) plate 100ul of amaxa cells suspension in 1 well of a 96w-black plate  repeat for a total of 4xwells (100ul each of cells) Repeat for all plasmids 1-12.    4/8  293: pool 2T75 of 4/7 p44 : amaxa/plate;  4E05 live cells + premeasured plasmid/shuttle well/plate [plasmid#:1-12] after 10 minute incubation rspd each well of amaxa-cells in 350ul media (total volume post amaxa is 450ul) plate 100ul of amaxa cells suspension in 1 well of a 96w-black plate  repeat for a total of 4xwells (100ul each of cells) Repeat for all plasmids 1-12.    Materials Charge:  Lippofectamine 2000 $400,51604
4528,,093209,Molecular Biology,akerboomj,04-11-2008,gallaghert,13,58.50,miniprep + sequencing,See attached form  the also need to be sequenced  I will submit the sequencing form too.  Thanks guys  J,Mini Preps,,51602
4529,,093209,Molecular Biology,akerboomj,04-14-2008,gallaghert,13,65.00,sequencing of the prepped pET samples,Hi guys  could you sequence those guys with T7 forward? They are in pET so the yield might be low after prepping.  attached the form  I will submit the request online in the other form too.,Single Pass,,51602
4530,,093209,Molecular Biology,viswanathans,04-10-2008,ramirezm,42,189,080410_Looger_Viswanathan_mini_42,,Mini Preps,,51602
4531,,093209,Molecular Biology,viswanathans,04-11-2008,gallaghert,42,210.00,080410_Looger_Viswanathan_seq_42,,Single Pass,,51602
4532,,093209,Molecular Biology,tianl,04-11-2008,gallaghert,3,15.00,080410_Looger_Tian_seq_3,,Single Pass,,51602
4533,,093209,Molecular Biology,tianl,04-14-2008,gallaghert,4,267.75,080411_Looger_Tian_maxi_4,,Maxi Prep,Scaled up from starter cultures:    4 preps * 250mL * 0.009/mL = $9.00  Time = $18.75    Total = $27.75,51602
4534,,093202,Molecular Biology,zhongh,04-14-2008,gallaghert,4,280.00,080411_Betzig_Zhong_EFmaxi_4,,Endo Free Maxi Prep,,51602
4535,,093207,Instrument Development,mageej,09-10-2008,flickingerd,1,0,Scanning two-photon modification of Zeiss Axio Examiner microscope,A new Zeiss Axio Examiner wide-field  In Vitro microscope is being purchased by the Magee lab  and this microscope needs to be modified for two-photon scanning use.  This process will be somewhat similar to the two-photon modifications of Olympus BX51WI microscopes that researchers (such as Svoboda lab members) have made in the past.  Briefly  three major functional units need to be created and interfaced with the microscope  a laser scanning assembly (with scan lens)  and epi- and trans- fluorescence detection assemblies ("non-descanned").,Instrument Development,Submitted April Billing  1 hr @ 57/hr = 57,51607
4536,,093205,Molecular Biology,pfeifferb,04-14-2008,gallaghert,3,15.00,080411_Rubin_Pfeiffer_seq_3,,Single Pass,,51602
4537,,093202,Molecular Biology,zhongh,04-15-2008,ramirezm,8,40.00,080411_Betzig_Zhong_seq_8,,Single Pass,,51602
4538,,093305,Instrument Development,jayaramanv,07-17-2008,osbornej,1,514,Lens heat shield,Design and fab (1) heat shield for a Leica Planapo lens  1.0x. Needed to protect lens assembly from cracking  may need active cooling. Please see Tom Adelman. Cell 609-468-6259,Instrument Development,Design and fabrication complete  2 hours design $124  Fabrication $390,51607
4539,,093210,Molecular Biology,hampels,04-14-2008,gallaghert,47,235.00,080411_Simpson_Hampel_seq_47,,Single Pass,,51602
4540,,093207,Molecular Biology,takahashih,04-11-2008,mcgowank,1,50,gel electrophoresis of 5 samples,running a set of samples to check their concentration,Individual Reaction,all samples were normalized to 0.1 ug/ul  I'm running 6ul  or 0.6 ug of each    Electrophoresis was for 20 minutes at 50volts    Billing for 1hr of labor at $50/hr = ,51602
4541,No Project,093097,Instrument Development,wernerc,08-26-2009,flickingerd,1,0,Purchasing items for ID&F optics metrology and devel workshop ,Items must be purchased for an optical metrology and development workshop that will be used to develop and test components for research instrumentation.  ,Instrument Development,June labor time: 3.33 hr.,51607
4542,,093413,Instrument Development,meinertzhageni,04-16-2008,bassins,1,117,Fly Brain 3D,Fabricate one Fly Brain,Instrument Development,Fabrication has been completed.  1 hour @ $52 = $52  Material Cost = $65  ,51607
4543,,093204,Instrument Development,svobodak,04-30-2008,flickingerd,1,28.50,Consultation for construction of microscopes off campus,Consultation for construction of microscopes off campus,Instrument Development,Billed for April and closed.  0.5 hr x $57 = $28.50,51607
4544,,093209,Molecular Biology,tianl,04-21-2008,zhangx,16,72,080414_Looger_Tian_RCA_16,,Mini Preps,,51602
4545,,093209,Molecular Biology,tianl,04-21-2008,zhangx,20,138,080414_Looger_Tian_RCA-Sequencing_20,,Single Pass,04/17/2008  Poor RCA-sequencing results from the first four clones with Lin 0.3f. This has been happening lately with Lin's RCA-Sequencing.  Trouble shooting:  do plasmid-sequencing to check the primer.     04/21/08  good sequencing result!    Extra $38.00 charge:: 4 mini-preps ($18.00) and 4 sequencing ($20.00).,51602
4546,,093210,Molecular Biology,hampels,04-21-2008,zhangx,40,230,080414_Simposon_Hampel_RCA_40,,Mini Preps,This is a RCA-Sequencing request.   Two plates were  provided.  Picked 10 colonies from each plate and made a reference plate. Charge for this part: $50.00    I have to double the RCA reactions since there is going to be enough RCA for sequencing with as many as 13 primers.    Plate 1 (paraI): 10 (colonies) x 13 ParaI primers = 130 sequences   Plate 2 (paraII): 10 (colonies) x 11 ParaII primers = 110 sequences  ,51602
4547,,093306,Light Microscopy,oconnorr,04-14-2008,arnolda,3,135,training and assistance on zeiss LSM 510,confocal: troubleshooting of staining of brain slices,Light Microscopy,assited time 3hrs @$45/hr = $135,51606
4548,,093209,Molecular Biology,viswanathans,04-14-2008,gallaghert,30,135.00,080414_looger_Viswanathan_mini_30,,Mini Preps,,51602
4549,,093206,Molecular Biology,suh,04-15-2008,gallaghert,1,60.00,080415_Sternson_Su_maxi_1,,Maxi Prep,,51602
4550,,093298,Instrument Development,shtengelg,06-18-2008,bassins,25,52,Fabrication of magnets,Fabrication of twenty five magnets.  Dura Magnetics  Inc   Has quoted.  Neodymium Iron Boron Disc 38MGOe  @25PCS / $28.00Ea  = $700  Parylene Coating Lot Charge $325,Instrument Development,Magnets have been delivered to the APIG.  1 Hour @ $52 = $52 ,51607
4551,,093211,Light Microscopy,behnamr,04-14-2008,arnolda,1,45,Training on Olympus IX81,training ,Light Microscopy,1 hr @ $45/hr = $45,51606
4552,,093209,Cell Culture Facility,viswanathans,04-30-2008,winfreys,10,600,April 2008 Cell Culture Service,,Cell Culture Facility,,51604
4553,,093209,Molecular Biology,viswanathans,04-16-2008,ramirezm,25,125,080414_Looger_Viswanathan_Sequencing_25,,Single Pass,,51602
4554,,093409,Molecular Biology,katuriv,04-16-2008,ramirezm,5,80,080411_Sudhof_Katuri_Sequencing_16,,Single Pass,,51602
4555,,093403,Molecular Biology,tkachuka,04-17-2008,ramirezm,1,604.15,080415_Clayton_Tkachuk_RCA_28_Sequencing_28,,Sequencing Project,Need to add cost of 1 ImMedia Amp Blue reagent for making plates = $12.65.,51602
4556,,093210,Molecular Biology,hampels,04-21-2008,zhangx,240,1300,080415_Simposon_Hampel_RCA-DNA Sequencing_240,,Single Pass,04/15/2008  Additional work for the requestor:    Dilute primers from 10 uM to 2 uM.    Prepare the form.  Extra charge: $100.00,51602
4557,,093096,Light Microscopy,ghitanin,04-15-2008,arnolda,2,90,troubleshooting Zeiss LSM 510,problems with uneven illumination of field of view in DAPI channel  problem with focus matching of UV and VIS,Light Microscopy,2 hrs @ $45/hr = $90,51606
4558,,093205,Molecular Biology,pfeifferb,04-16-2008,ramirezm,5,25,080415_Rubin_Pfeiffer_Sequencing_5,,Single Pass,,51602
4559,,093409,Molecular Biology,xuw,04-16-2008,ramirezm,10,50,080415_Sudhof_Xu_Sequencing_10,,Single Pass,,51602
4560,,093409,Molecular Biology,katuriv,04-16-2008,ramirezm,10,50,080415_Sudhof_Katuri_Sequencing_10,,Single Pass,,51602
4561,,093298,Instrument Development,hessh,04-16-2008,osbornej,1,104,Modify Scintillator,Modify one pc by putting a .017 wide by 1mm deep slot on tip and removing cone,Instrument Development,Modification complete 2 hours @ $52 hour=$104,51607
4562,,093209,Molecular Biology,viswanathans,04-16-2008,gallaghert,47,211.50,080416_Looger_Viswanathan_mini_47,,Mini Preps,,51602
4563,,093206,Molecular Biology,suh,04-18-2008,gallaghert,4,160.00,080417_Sternson_Su_EFmaxi_1_midi_3,,Endo Free Maxi Prep,,51602
4564,,093409,Light Microscopy,xuw,04-16-2008,arnolda,1,45,training on Olympus IX81,training,Light Microscopy,1 hr @ $45/hr = $45,51606
4565,,093205,Fly Lab,murphyc,04-17-2008,hibbardk,2,18.00,examination of JFRCU in different landing sites $2/cross,crosses  attP2 X mCD8  63_35_U X mCD8  63_35_U X pJFRC-U in  su(Hw)attP1		1115141  63_35_U X pJFRC-U in  su(Hw)attP2		1115142  63_35_U X pJFRC-U in  su(Hw)attP4		1115159  63_35_U X pJFRC-U in  su(Hw)attP5		1115143  63_35_U X pJFRC-U in  su(Hw)attP6		1115160		  63_35_U X pJFRC-U in  su(Hw)attP7		1115144  63_35_U X pJFRC-U in  su(Hw)attP8		1115211,General Fly Sorting,,51608
4566,,093205,Fly Lab,pfeifferb,04-17-2008,hibbardk,2,77.00,aliquoting of flies into PCR tubes for gDNA extraction on 4/11/08 @ $38.5/hr ,The following stocks were aliquoted  pJFRC-U in  su(Hw)attP1		1115141  pJFRC-U in  su(Hw)attP2		1115142  pJFRC-U in  su(Hw)attP4		1115159  pJFRC-U in  su(Hw)attP5		1115143  pJFRC-U in  su(Hw)attP6		1115160		  pJFRC-U in  su(Hw)attP7		1115144  pJFRC-U in  su(Hw)attP8		1115211  09_35_U in attP2 (+)                       1120537  09_35_U->attP16                            1115104  09_35_U->attP40                            1115195  09_35_U->su(Hw)attP7                   1115171  09_47_U in attP2 (+)                       1120564  09_47_U->attP16                            1115172  09_47_U->attP40                            1115196  09_47_U->su(Hw)attP7                   1115197  09_17_U in attP2 (+)                       1120500  09_17_U->attP16                            1115102  09_17_U->attP40                            1115103  09_17_U->su(Hw)attP7                   1115170  RFA-2                                               1115080  RFA-5                                               1115155  RFB-E6                                             1115156  RFB-G6                                             1115072  RFC-A11                                           1115157  RFC-H11                                           1115158  ,General Fly Sorting,,51608
4568,,093101,Molecular Biology,guoc,04-18-2008,gallaghert,1,60.00,080417_Guo_Guo_maxi_1,,Maxi Prep,,51602
4569,,093209,Molecular Biology,viswanathans,04-17-2008,gallaghert,8,36.00,080417_Looger_Viswanathan_mini_8,,Mini Preps,,51602
4570,,093209,Molecular Biology,tianl,04-22-2008,gallaghert,3,235.50,080417_Looger_Tian_EFmaxi_3,,Maxi Prep,3 EF maxi preps  Lin verbally communicated that she wanted these preps to be Endo-free    3*70 = $210      Total = 235.50,51602
4571,,093205,Media Facility,pfeifferb,04-17-2008,lavertyt,12,288,amp plates,12 sleeves amp plates (4/4 and 4/11),Ampicillin,,51609
4572,,093205,Media Facility,pfeifferb,04-17-2008,lavertyt,2,95,deep well blocks,16 deep well blocks (4/4 and 4/11),Custom,,51609
4573,,093210,Media Facility,hampels,04-17-2008,lavertyt,4,96,amp plates,4 sleeves amp plates (4/4 and 4/11),Ampicillin,,51609
4574,,093205,Media Facility,murphyc,04-17-2008,lavertyt,5,120,amp plates,5 sleeves amp plates,Ampicillin,,51609
4575,,093409,Media Facility,katuriv,04-17-2008,lavertyt,2,48,amp plates,2 sleeves amp plates (100ug/ml),Ampicillin,,51609
4576,,093213,Instrument Development,leonardoa,04-17-2008,bassins,3,78,Modify obtical plate to stage and extrusion.,Modification.,Instrument Development,Fabrication has been completed.  1.5 Hours @ $52 = $78  Material Cost = 0,51607
4577,,093091,Instrument Development,lavertyt,04-30-2008,bassins,1,78,Modification of bracket.,Modification of bracket.,Instrument Development,Modification has been completed.  1.5 Hours @ $52 = $78  ,51607
4578,,093211,Molecular Biology,behnamr,04-17-2008,ramirezm,5,25,080416_Karpova_Behnam_sequencing_5,,Single Pass,,51602
4579,,093205,Molecular Biology,pfeifferb,04-17-2008,ramirezm,18,90,080416_Rubin_Pfeiffer_Sequencing_18,,Single Pass,,51602
4581,,093209,Molecular Biology,viswanathans,04-17-2008,ramirezm,50,250,080416_Looger_Viswanathan_Sequencing_50,,Single Pass,,51602
4582,,093210,Molecular Biology,hampels,04-18-2008,ramirezm,114,570,080416_Simpson_Hampel_Sequencing_114,,Single Pass,,51602
4583,,093306,Instrument Development,rinbergd,06-02-2008,ahmedn,1,0,Create New PCB Board for Micro-Drive connector,Customer has an existing PCB board to connect microdrive.  He need to make it more compact and incorporate new circular layout.  Currently the board is single sides and needed to explore 4 layer board to make it more compact.    Currently  waiting for following documents:  1.  existing PCB layout files  2.  new design layout clarification  simple drawing,Instrument Development,Submitted May Billing   80 hrs @ 55/hr =  $4400  Materials = $481.50  Total $4881.50  ,51607
4584,,093403,Molecular Biology,tkachuka,04-17-2008,ramirezm,1,905.5,080317_Clayton_Tkachuk_RCA_128_Sequencing_128,,Sequencing Project,,51602
4585,,093409,Molecular Biology,xuw,04-18-2008,ramirezm,3,15,080417_Sudhof_Xu_Sequencing_3,,Single Pass,,51602
4586,,093409,Molecular Biology,katuriv,04-17-2008,ramirezm,1,296.94,080417_Sudhof_Katuri_TOP10cells,Purchase 1 box of Invitrogen TOP10 competent cells  20rxn,enzymes/reagents,,51602
4587,,093204,Instrument Development,komiyamat,06-05-2008,wernerc,1,57,Fabricate small glass components to supplied drawings,Takaki needs about 100 pcs of 170 micron thick glass cover slips fabricated into 1.1mm diameter. Or if possible  fabricate a more complex geometry as shown on the drawings attached.  This will be a glass window to attach to a mouse skull.,Instrument Development,April billing 1 hour @ 57/hr,51607
4588,,093207,Light Microscopy,kimj,04-17-2008,arnolda,1.5,67.5,help imaging on olympus ix81,imaging and analysis help,Light Microscopy,1.5 hrs @ $45/hr = $67.5,51606
4591,,093209,Molecular Biology,tianl,04-18-2008,ramirezm,4,20,080417_Looger_Tian_Sequencing_4,,Single Pass,,51602
4592,,093211,Molecular Biology,behnamr,04-18-2008,ramirezm,24,120,080417_Karpova_Behnam_sequencing_24,,Single Pass,,51602
4593,,093209,Molecular Biology,viswanathans,04-18-2008,ramirezm,12,60,080417_Looger_Viswanathan_Sequencing_12,,Single Pass,,51602
4594,,093210,Instrument Development,seedsa,06-18-2008,bassins,2,52,96 WELL DUST LOADER,Re-design and fabricate two using delrin.,Instrument Development,Completed fabrication.  1 Hour @ $52 = $52,51607
